id,gpa,gre,college_prep,major_applied,num_ext_act,num_ap_passed,essay_score,num_letter_rec,fasfa_status,admission
10579,3.41,270,Yes,Language,4,4,6,2,Completed,Rejected
10580,3.47,292,Yes,Arts,0,4,9,3,Completed,Rejected
10581,3.87,302,Yes,Social Sciences,1,7,8,2,Completed,Accepted
10582,3.69,293,Yes,Social Sciences,1,4,5,3,Not Started,Accepted
10583,3.76,297,Yes,Social Sciences,3,0,10,3,In Progress,Accepted
10584,3.1,315,Yes,Business,5,6,5,2,Completed,Accepted
10585,4.0,345,Yes,Communications,0,3,7,3,Completed,Accepted
10586,3.9,274,Yes,Business,5,1,7,1,In Progress,Accepted
10587,3.05,302,Yes,History,5,1,8,1,Completed,Accepted
10588,3.26,295,Yes,Business,3,5,10,2,In Progress,Accepted
10589,3.1,284,Yes,Business,5,3,4,1,Completed,Accepted
10590,2.52,289,Yes,Life Sciences,4,1,8,1,Completed,Accepted
10591,3.77,301,Yes,Information Systems,5,1,7,1,In Progress,Accepted
10592,3.72,292,Yes,Life Sciences,1,2,10,1,Completed,Accepted
10593,3.52,298,Yes,Engineering,1,7,4,3,Completed,Accepted
10594,3.36,287,Yes,Communications,5,4,7,3,Completed,Rejected
10595,3.06,294,Yes,Business,2,4,9,3,Completed,Accepted
10596,3.7,307,Yes,Information Systems,1,4,10,2,Not Started,Rejected
10597,3.15,296,No,Life Sciences,1,1,7,1,Completed,Accepted
10598,2.77,287,Yes,Arts,5,1,7,3,Completed,Accepted
10599,3.68,302,No,History,0,4,6,2,Completed,Accepted
10600,3.32,316,Yes,Business,5,3,3,2,Completed,Accepted
10601,2.75,300,Yes,Arts,4,8,3,2,Completed,Accepted
10602,3.89,313,Yes,Social Sciences,2,0,6,2,In Progress,Accepted
10603,2.82,280,Yes,Life Sciences,1,4,10,3,Completed,Accepted
10604,3.56,298,Yes,History,5,3,8,1,Not Started,Rejected
10605,2.51,318,Yes,Social Sciences,4,4,9,3,Completed,Accepted
10606,3.31,287,Yes,Information Systems,5,1,4,3,In Progress,Accepted
10607,2.95,305,Yes,Language,5,6,7,1,Completed,Accepted
10608,3.71,284,Yes,Communications,1,1,5,1,In Progress,Rejected
10609,3.14,300,Yes,Business,1,3,6,1,Completed,Accepted
10610,2.81,314,Yes,Business,1,6,5,1,Completed,Accepted
10611,3.21,296,Yes,Social Sciences,2,7,6,1,Not Started,Rejected
10612,3.29,304,Yes,Business,3,0,8,3,Completed,Rejected
10613,2.67,285,Yes,Communications,2,8,4,3,In Progress,Accepted
10614,3.47,283,Yes,Social Sciences,5,5,6,1,Not Started,Accepted
10615,3.8,290,Yes,Life Sciences,5,8,8,2,In Progress,Accepted
10616,3.84,284,Yes,Social Sciences,0,6,5,3,In Progress,Accepted
10617,3.42,304,Yes,Life Sciences,5,2,5,1,Completed,Accepted
10618,3.67,296,Yes,Information Systems,3,6,5,1,In Progress,Accepted
10619,3.76,303,Yes,Communications,5,5,6,3,Completed,Accepted
10620,2.63,307,Yes,Language,3,2,10,1,Completed,Accepted
10621,2.91,298,Yes,Social Sciences,4,4,3,2,In Progress,Accepted
10622,3.1,298,No,Social Sciences,0,7,10,3,Completed,Accepted
10623,3.79,273,Yes,History,1,2,6,2,In Progress,Accepted
10624,3.57,307,Yes,Social Sciences,3,6,3,3,Not Started,Accepted
10625,3.9,295,Yes,Social Sciences,2,8,8,2,Completed,Accepted
10626,3.43,308,Yes,Communications,4,6,9,2,In Progress,Rejected
10627,2.65,286,Yes,Business,2,3,5,3,Completed,Accepted
10628,2.85,272,Yes,Communications,1,6,9,2,In Progress,Accepted
10629,3.86,315,Yes,Business,2,6,5,3,Completed,Rejected
10630,3.2,314,Yes,Social Sciences,0,7,9,3,Completed,Rejected
10631,3.93,294,Yes,Social Sciences,2,7,5,2,In Progress,Accepted
10632,3.58,318,Yes,Communications,5,4,6,3,Completed,Rejected
10633,2.96,307,Yes,Life Sciences,2,5,9,3,In Progress,Accepted
10634,3.67,288,Yes,Social Sciences,1,3,5,2,In Progress,Rejected
10635,3.29,327,Yes,Life Sciences,0,0,3,3,In Progress,Accepted
10636,3.63,308,Yes,Life Sciences,5,6,4,2,In Progress,Accepted
10637,3.23,317,Yes,Information Systems,5,1,9,2,Completed,Accepted
10638,2.93,272,Yes,Language,4,7,5,1,Completed,Accepted
10639,3.61,301,Yes,Business,4,4,3,1,Completed,Accepted
10640,2.85,330,Yes,Language,5,8,7,3,Completed,Accepted
10641,3.64,284,Yes,Business,5,0,10,1,Completed,Rejected
10642,3.05,299,Yes,Social Sciences,5,8,4,3,In Progress,Accepted
10643,3.7,279,Yes,Business,1,7,9,3,Not Started,Accepted
10644,3.06,297,Yes,Social Sciences,5,5,6,1,Completed,Accepted
10645,3.13,288,Yes,Social Sciences,0,4,10,1,In Progress,Accepted
10646,2.55,288,Yes,Communications,2,0,4,1,Not Started,Accepted
10647,3.43,313,Yes,History,3,4,8,2,Completed,Accepted
10648,3.92,310,No,Information Systems,0,1,7,2,Completed,Accepted
10649,3.49,323,Yes,Social Sciences,1,7,10,2,Completed,Accepted
10650,3.48,299,Yes,Life Sciences,0,3,4,2,Completed,Accepted
10651,2.56,309,Yes,Social Sciences,3,0,4,3,Completed,Accepted
10652,3.18,323,Yes,Business,0,7,3,1,Completed,Rejected
10653,3.47,316,Yes,Social Sciences,3,4,4,1,In Progress,Accepted
10654,2.7,302,Yes,Business,0,2,10,1,In Progress,Accepted
10655,2.6,313,No,Life Sciences,3,8,7,2,Completed,Accepted
10656,3.97,303,Yes,Business,3,6,7,1,Completed,Accepted
10657,3.36,304,Yes,Engineering,3,7,10,1,In Progress,Rejected
10658,3.57,295,Yes,Business,0,3,7,1,Completed,Rejected
10659,2.79,277,Yes,Business,5,2,5,1,Completed,Accepted
10660,2.88,312,Yes,Business,3,1,6,3,In Progress,Accepted
10661,3.66,306,Yes,Social Sciences,5,8,8,3,Completed,Rejected
10662,3.44,310,No,Communications,0,8,10,3,In Progress,Accepted
10663,3.57,299,Yes,Communications,0,3,7,2,In Progress,Rejected
10664,3.39,302,Yes,Social Sciences,5,4,3,2,Not Started,Accepted
10665,3.42,313,No,Social Sciences,5,3,10,1,Completed,Rejected
10666,2.89,305,Yes,Business,2,7,5,3,Completed,Accepted
10667,3.33,303,Yes,Business,1,5,6,3,Completed,Accepted
10668,2.53,334,Yes,Business,2,5,8,1,Completed,Rejected
10669,3.21,286,No,Social Sciences,2,1,10,3,Completed,Accepted
10670,3.51,280,No,Information Systems,3,1,3,1,In Progress,Rejected
10671,3.93,313,Yes,Social Sciences,5,0,9,2,In Progress,Accepted
10672,3.94,299,Yes,Life Sciences,0,8,8,1,Completed,Accepted
10673,2.6,290,Yes,Social Sciences,3,8,4,1,In Progress,Rejected
10674,3.95,305,No,Business,3,3,5,1,Completed,Accepted
10675,3.27,278,Yes,Engineering,4,5,4,2,Completed,Accepted
10676,3.66,311,Yes,Communications,5,8,3,1,Completed,Accepted
10677,3.6,313,Yes,Business,3,0,7,2,Completed,Rejected
10678,2.59,305,No,Social Sciences,1,6,4,2,Completed,Rejected
10679,3.34,277,Yes,History,2,2,10,2,Completed,Rejected
10680,3.19,286,Yes,Engineering,4,7,4,2,Completed,Accepted
10681,3.91,300,Yes,Life Sciences,2,7,9,1,Completed,Accepted
10682,3.77,308,Yes,History,4,4,4,3,Not Started,Accepted
10683,2.69,301,Yes,Information Systems,5,5,5,3,In Progress,Rejected
10684,3.24,298,Yes,Life Sciences,0,5,3,1,In Progress,Accepted
10685,3.25,298,Yes,Communications,3,4,8,2,Completed,Rejected
10686,3.71,320,No,Arts,1,7,7,2,Completed,Rejected
10687,3.66,292,Yes,Language,5,2,6,1,In Progress,Accepted
10688,3.73,319,Yes,Language,1,1,7,3,Not Started,Accepted
10689,3.8,292,Yes,Communications,2,2,6,2,Completed,Accepted
10690,3.3,318,Yes,Arts,0,1,10,1,Not Started,Accepted
10691,3.91,309,Yes,Social Sciences,0,3,3,3,Not Started,Accepted
10692,3.32,326,Yes,Language,4,2,7,1,In Progress,Accepted
10693,3.6,295,Yes,Life Sciences,5,5,7,3,Completed,Accepted
10694,3.94,304,Yes,History,0,4,4,3,In Progress,Accepted
10695,2.62,264,Yes,Communications,3,0,10,1,In Progress,Accepted
10696,3.39,313,Yes,Business,3,8,5,2,Completed,Rejected
10697,2.98,295,Yes,Information Systems,4,5,4,2,In Progress,Accepted
10698,2.83,330,Yes,Communications,2,4,9,1,Completed,Accepted
10699,3.87,298,Yes,Social Sciences,1,5,10,2,Completed,Accepted
10700,3.88,296,Yes,Business,3,8,5,1,Completed,Accepted
10701,2.65,315,Yes,Social Sciences,5,0,9,3,Completed,Rejected
10702,2.89,278,Yes,Information Systems,4,2,3,3,Not Started,Rejected
10703,2.91,329,Yes,Business,4,5,10,2,Completed,Rejected
10704,2.86,285,Yes,Language,5,0,7,2,Not Started,Rejected
10705,2.66,316,Yes,Social Sciences,3,7,6,3,Completed,Accepted
10706,3.81,311,No,Communications,2,5,6,3,In Progress,Accepted
10707,2.96,296,Yes,Communications,3,2,3,3,In Progress,Rejected
10708,3.41,309,Yes,Business,5,5,5,1,Completed,Accepted
10709,3.83,288,Yes,Life Sciences,4,8,10,3,Completed,Accepted
10710,3.83,303,Yes,Social Sciences,4,4,4,3,Completed,Rejected
10711,2.79,301,No,Information Systems,2,3,5,1,Completed,Accepted
10712,2.62,303,Yes,Business,5,3,8,1,In Progress,Accepted
10713,3.63,297,Yes,Life Sciences,3,8,5,3,In Progress,Accepted
10714,3.68,295,Yes,Business,1,3,10,3,Completed,Accepted
10715,3.8,303,Yes,Social Sciences,0,6,9,2,Not Started,Rejected
10716,3.15,329,Yes,Life Sciences,5,0,5,2,Completed,Accepted
10717,3.13,295,Yes,Engineering,0,1,3,2,In Progress,Accepted
10718,2.77,321,Yes,Social Sciences,2,5,9,1,In Progress,Rejected
10719,2.51,292,No,History,0,1,3,3,Completed,Accepted
10720,3.04,302,Yes,Arts,1,1,5,2,Completed,Accepted
10721,2.86,294,No,Arts,0,3,5,3,In Progress,Accepted
10722,4.0,268,Yes,History,3,3,7,3,Completed,Accepted
10723,3.18,312,Yes,Social Sciences,3,0,8,3,Completed,Accepted
10724,3.77,271,Yes,Information Systems,2,7,3,2,Completed,Rejected
10725,3.28,311,No,Social Sciences,3,3,4,2,Not Started,Accepted
10726,3.54,264,No,Business,3,4,9,2,In Progress,Rejected
10727,3.91,294,Yes,Information Systems,5,6,7,3,Completed,Accepted
10728,2.54,309,Yes,Information Systems,3,8,8,2,Completed,Accepted
10729,3.09,292,Yes,Social Sciences,2,4,9,3,Completed,Accepted
10730,3.13,291,Yes,Engineering,0,0,6,2,Completed,Accepted
10731,3.25,311,Yes,Engineering,0,4,7,1,Completed,Accepted
10732,3.83,329,Yes,Communications,4,5,5,1,In Progress,Accepted
10733,3.01,292,Yes,Life Sciences,4,3,6,1,In Progress,Rejected
10734,2.86,289,Yes,History,1,5,6,1,Completed,Accepted
10735,3.98,295,Yes,Social Sciences,1,1,9,1,Completed,Accepted
10736,2.97,292,Yes,Business,5,0,4,3,Completed,Rejected
10737,2.54,312,No,Life Sciences,4,5,6,2,Completed,Accepted
10738,3.36,338,Yes,Social Sciences,0,2,10,1,In Progress,Accepted
10739,2.79,305,Yes,Language,0,0,4,3,Completed,Accepted
10740,3.3,289,Yes,Life Sciences,4,1,3,2,Completed,Accepted
10741,3.64,318,No,Life Sciences,3,1,4,3,Completed,Accepted
10742,2.76,311,Yes,Arts,4,3,3,1,Completed,Accepted
10743,3.57,285,Yes,Life Sciences,3,8,4,2,In Progress,Accepted
10744,3.66,299,Yes,Social Sciences,0,3,10,2,In Progress,Rejected
10745,2.65,311,Yes,Business,2,5,10,1,In Progress,Accepted
10746,3.75,310,Yes,Life Sciences,4,5,5,2,Not Started,Accepted
10747,3.02,319,Yes,Communications,0,5,5,1,Completed,Accepted
10748,3.33,306,Yes,Social Sciences,5,4,6,3,Completed,Accepted
10749,3.15,291,Yes,Business,2,1,5,1,Completed,Rejected
10750,3.33,282,Yes,Engineering,5,3,5,3,Completed,Accepted
10751,3.84,316,Yes,Communications,5,6,7,3,Completed,Accepted
10752,3.43,303,Yes,Arts,3,3,5,3,Completed,Rejected
10753,3.22,286,Yes,Life Sciences,2,4,3,3,In Progress,Accepted
10754,3.74,294,Yes,Life Sciences,1,2,8,2,Completed,Accepted
10755,3.45,284,No,Business,3,1,7,1,In Progress,Accepted
10756,3.52,322,Yes,History,4,1,3,1,Completed,Rejected
10757,3.68,295,Yes,Social Sciences,0,7,7,2,In Progress,Accepted
10758,2.85,308,No,Social Sciences,1,6,8,1,Not Started,Rejected
10759,2.65,307,Yes,History,2,0,10,3,In Progress,Accepted
10760,2.88,308,Yes,Social Sciences,0,3,4,2,Completed,Accepted
10761,2.51,275,Yes,Social Sciences,4,8,10,2,Completed,Accepted
10762,2.83,291,Yes,Social Sciences,2,1,10,1,Completed,Accepted
10763,2.8,296,No,Social Sciences,3,0,5,2,In Progress,Accepted
10764,3.87,293,No,Business,2,6,4,1,Completed,Accepted
10765,3.62,293,Yes,Life Sciences,4,0,10,2,In Progress,Rejected
10766,3.34,309,Yes,Business,2,0,7,1,Completed,Rejected
10767,3.11,296,Yes,Business,3,7,4,2,In Progress,Accepted
10768,3.3,284,Yes,Business,0,3,9,3,Completed,Rejected
10769,2.66,303,Yes,Life Sciences,2,1,8,3,Not Started,Accepted
10770,3.12,290,Yes,Social Sciences,3,1,7,3,Completed,Rejected
10771,3.29,312,Yes,Life Sciences,5,5,5,1,Not Started,Accepted
10772,3.56,310,Yes,Business,4,8,7,2,Completed,Accepted
10773,3.69,311,No,Social Sciences,1,0,3,3,In Progress,Accepted
10774,3.64,307,Yes,Business,2,6,7,2,Not Started,Accepted
10775,3.71,304,Yes,Communications,2,2,10,3,Not Started,Accepted
10776,3.88,308,Yes,Business,2,7,10,3,Completed,Accepted
10777,2.64,314,Yes,Communications,4,6,9,2,In Progress,Accepted
10778,3.37,290,No,History,2,2,4,1,Completed,Accepted
10779,3.74,291,Yes,Social Sciences,3,5,6,2,Completed,Accepted
10780,3.9,302,Yes,Information Systems,4,1,3,2,Completed,Accepted
10781,3.66,302,Yes,Life Sciences,0,4,7,3,In Progress,Accepted
10782,3.85,266,Yes,Information Systems,5,0,7,3,In Progress,Accepted
10783,3.99,286,Yes,Social Sciences,4,1,5,1,Completed,Accepted
10784,3.04,301,Yes,Social Sciences,3,8,8,3,Completed,Rejected
10785,3.94,279,Yes,History,0,2,10,2,In Progress,Accepted
10786,3.16,308,Yes,Engineering,4,4,10,1,Completed,Accepted
10787,3.46,281,Yes,Social Sciences,4,6,3,3,Completed,Accepted
10788,3.35,287,Yes,Business,0,1,5,2,Completed,Accepted
10789,2.61,307,Yes,Language,4,2,5,1,Completed,Accepted
10790,2.54,303,Yes,Social Sciences,3,1,8,3,Completed,Accepted
10791,3.15,294,Yes,Social Sciences,1,1,6,2,Completed,Accepted
10792,2.54,296,Yes,Social Sciences,2,6,10,1,In Progress,Accepted
10793,3.64,294,Yes,Information Systems,3,8,10,2,Completed,Accepted
10794,2.8,285,Yes,Social Sciences,1,1,9,2,Completed,Rejected
10795,3.87,277,Yes,Communications,3,3,4,3,Completed,Rejected
10796,3.97,304,Yes,Social Sciences,1,1,9,1,Completed,Accepted
10797,3.73,295,Yes,Life Sciences,5,8,3,2,Completed,Accepted
10798,3.83,289,Yes,Life Sciences,4,4,6,1,In Progress,Accepted
10799,3.3,311,Yes,History,3,6,8,1,Completed,Rejected
10800,2.99,317,Yes,Social Sciences,0,1,5,3,In Progress,Rejected
10801,3.92,303,Yes,Language,1,7,5,2,In Progress,Accepted
10802,3.55,297,Yes,Life Sciences,4,7,4,1,In Progress,Accepted
10803,3.23,301,Yes,History,2,1,7,2,Completed,Rejected
10804,3.24,325,Yes,Business,0,8,8,2,Completed,Accepted
10805,3.74,295,Yes,Social Sciences,1,1,7,2,Completed,Rejected
10806,3.11,319,Yes,Social Sciences,2,4,8,3,In Progress,Rejected
10807,2.78,279,Yes,Life Sciences,2,4,10,1,Completed,Rejected
10808,2.93,333,Yes,Communications,5,3,8,1,Completed,Accepted
10809,3.67,306,Yes,Business,0,2,4,3,In Progress,Accepted
10810,2.99,322,No,Social Sciences,3,3,3,3,Completed,Accepted
10811,2.8,318,Yes,Business,5,8,8,2,Completed,Accepted
10812,3.13,313,Yes,Language,5,1,4,2,In Progress,Rejected
10813,2.88,308,Yes,Information Systems,4,7,7,3,Completed,Accepted
10814,3.78,282,Yes,Business,3,5,8,1,In Progress,Accepted
10815,2.91,267,Yes,Social Sciences,0,0,6,1,In Progress,Accepted
10816,2.6,304,Yes,Social Sciences,5,2,7,3,Completed,Rejected
10817,3.33,293,Yes,History,1,5,6,2,In Progress,Accepted
10818,3.83,255,Yes,Business,2,1,7,1,Completed,Rejected
10819,3.25,311,Yes,Arts,2,4,5,3,In Progress,Rejected
10820,2.67,281,Yes,Communications,5,5,3,3,In Progress,Accepted
10821,4.0,287,Yes,Arts,3,8,5,3,Completed,Accepted
10822,3.79,293,Yes,Business,2,5,9,3,In Progress,Accepted
10823,2.53,285,Yes,Social Sciences,4,7,8,1,In Progress,Accepted
10824,3.44,300,No,Business,1,4,10,1,In Progress,Accepted
10825,3.96,288,Yes,Information Systems,3,1,8,2,Completed,Accepted
10826,2.78,303,Yes,Communications,0,4,7,3,In Progress,Accepted
10827,3.08,314,Yes,Business,3,0,4,3,Not Started,Accepted
10828,3.19,320,Yes,Life Sciences,1,8,5,1,Completed,Accepted
10829,3.72,296,Yes,Social Sciences,5,0,4,2,Not Started,Rejected
10830,3.64,312,Yes,Social Sciences,2,7,4,1,In Progress,Accepted
10831,3.87,296,Yes,Information Systems,5,3,5,1,Completed,Rejected
10832,2.68,286,Yes,Business,0,1,7,1,Completed,Rejected
10833,3.18,314,Yes,Business,3,2,8,1,Completed,Accepted
10834,2.75,281,Yes,Language,5,0,8,1,Not Started,Rejected
10835,3.96,323,Yes,History,5,7,8,3,Completed,Accepted
10836,3.43,298,Yes,Language,5,6,7,2,Completed,Accepted
10837,2.85,324,No,Business,4,4,8,2,Completed,Accepted
10838,3.64,332,Yes,Social Sciences,4,6,9,3,Completed,Rejected
10839,3.75,318,No,Information Systems,5,2,5,3,In Progress,Accepted
10840,3.15,300,Yes,History,1,6,7,3,Not Started,Accepted
10841,2.65,289,Yes,Communications,4,3,3,2,In Progress,Rejected
10842,3.13,302,Yes,Arts,4,6,8,2,Completed,Rejected
10843,3.71,285,Yes,Business,0,0,7,1,Completed,Accepted
10844,3.95,287,No,Information Systems,3,7,4,2,Completed,Accepted
10845,3.47,305,Yes,Business,3,2,7,1,Completed,Rejected
10846,2.85,286,Yes,Information Systems,1,0,3,2,In Progress,Accepted
10847,3.83,310,Yes,Business,0,6,9,2,Not Started,Accepted
10848,3.16,300,Yes,Life Sciences,4,0,5,3,Completed,Accepted
10849,3.53,311,Yes,Engineering,2,6,3,2,In Progress,Accepted
10850,2.87,297,Yes,Social Sciences,0,6,4,3,Completed,Rejected
10851,3.19,315,Yes,History,1,8,6,2,In Progress,Accepted
10852,2.94,286,Yes,Language,3,0,6,2,In Progress,Accepted
10853,2.78,270,Yes,Business,2,2,5,1,Completed,Accepted
10854,3.36,285,Yes,Life Sciences,3,1,9,1,In Progress,Accepted
10855,2.82,307,Yes,Social Sciences,0,3,5,2,Not Started,Accepted
10856,2.66,290,Yes,History,0,3,5,1,In Progress,Accepted
10857,2.84,301,Yes,Communications,2,0,4,2,Completed,Accepted
10858,3.26,299,Yes,Social Sciences,2,3,7,3,Not Started,Accepted
10859,3.18,290,Yes,Language,2,1,10,3,Completed,Accepted
10860,3.04,285,Yes,Social Sciences,0,4,8,3,Not Started,Accepted
10861,3.58,335,No,Business,3,0,10,2,In Progress,Rejected
10862,2.65,307,Yes,Social Sciences,1,3,8,2,In Progress,Accepted
10863,2.88,291,Yes,Information Systems,2,1,6,2,In Progress,Accepted
10864,3.94,306,Yes,Life Sciences,2,3,4,2,Completed,Accepted
10865,3.29,331,Yes,Communications,5,5,7,3,Completed,Accepted
10866,3.93,301,No,Life Sciences,4,3,4,1,Completed,Accepted
10867,3.09,316,Yes,History,1,8,3,2,Completed,Accepted
10868,3.25,299,Yes,Social Sciences,2,7,5,1,Completed,Accepted
10869,3.29,313,Yes,Language,0,1,4,3,Completed,Accepted
10870,3.35,308,Yes,Business,4,8,5,1,Completed,Accepted
10871,3.35,294,No,Business,0,5,4,3,Completed,Accepted
10872,3.31,322,Yes,Engineering,1,6,3,2,Not Started,Accepted
10873,3.92,311,Yes,Information Systems,0,8,8,2,Completed,Accepted
10874,3.3,269,Yes,Communications,3,4,5,2,Not Started,Accepted
10875,3.83,335,Yes,History,2,2,3,1,Completed,Rejected
10876,2.94,292,Yes,Communications,0,8,8,2,Completed,Accepted
10877,2.7,294,Yes,Life Sciences,1,0,7,1,Completed,Accepted
10878,3.04,299,Yes,History,1,3,3,1,Completed,Accepted
10879,2.59,269,No,Business,2,3,3,3,Completed,Rejected
10880,2.89,291,Yes,Language,2,6,5,3,Not Started,Accepted
10881,3.11,287,Yes,Arts,2,2,7,3,Completed,Accepted
10882,2.92,306,Yes,Life Sciences,1,1,9,2,In Progress,Rejected
10883,3.41,307,Yes,Information Systems,4,6,5,1,Not Started,Accepted
10884,3.63,290,Yes,Social Sciences,3,1,10,2,Not Started,Rejected
10885,3.25,331,Yes,Business,4,4,5,1,In Progress,Accepted
10886,2.73,293,Yes,Social Sciences,3,7,6,2,Completed,Accepted
10887,3.18,276,Yes,History,1,6,5,3,In Progress,Accepted
10888,3.98,290,Yes,Social Sciences,5,0,3,2,Completed,Accepted
10889,3.64,305,Yes,Social Sciences,5,1,6,3,Completed,Accepted
10890,3.09,286,No,Information Systems,2,1,9,2,Completed,Accepted
10891,3.37,301,Yes,Language,5,1,9,3,In Progress,Rejected
10892,3.09,287,Yes,Communications,1,2,5,1,Completed,Rejected
10893,3.55,267,Yes,Information Systems,4,1,6,1,Completed,Accepted
10894,2.77,320,Yes,Social Sciences,5,5,8,1,Completed,Rejected
10895,3.84,315,Yes,Communications,4,7,10,2,Completed,Accepted
10896,3.19,313,Yes,Information Systems,3,7,9,2,Completed,Accepted
10897,3.32,295,Yes,Communications,1,3,8,3,In Progress,Rejected
10898,2.81,318,No,Information Systems,1,2,4,3,Completed,Accepted
10899,3.31,309,Yes,Engineering,2,7,9,1,In Progress,Rejected
10900,3.54,278,Yes,Life Sciences,3,2,8,1,Completed,Accepted
10901,2.79,311,Yes,Communications,1,2,6,3,In Progress,Accepted
10902,3.79,310,Yes,Communications,3,4,6,1,Completed,Accepted
10903,3.04,299,Yes,Business,2,6,5,2,Completed,Accepted
10904,2.8,282,Yes,Business,1,2,9,1,In Progress,Accepted
10905,2.85,317,Yes,Social Sciences,1,2,7,1,Not Started,Accepted
10906,3.59,314,Yes,History,3,0,3,2,In Progress,Rejected
10907,3.17,291,Yes,Social Sciences,2,3,7,1,Completed,Accepted
10908,2.74,315,Yes,Arts,3,6,9,1,Not Started,Accepted
10909,2.68,310,Yes,Information Systems,1,7,8,1,In Progress,Accepted
10910,3.3,321,Yes,Life Sciences,5,3,5,1,Completed,Accepted
10911,3.74,297,Yes,Arts,1,6,10,2,Completed,Rejected
10912,3.08,284,Yes,Life Sciences,3,3,10,2,Completed,Accepted
10913,3.37,319,Yes,Social Sciences,5,7,3,2,Completed,Accepted
10914,3.06,319,Yes,Business,1,8,3,3,Not Started,Accepted
10915,3.83,267,Yes,History,2,0,10,3,In Progress,Accepted
10916,2.92,297,Yes,Social Sciences,5,8,3,3,In Progress,Accepted
10917,3.75,294,Yes,Social Sciences,5,2,4,1,Completed,Rejected
10918,3.0,283,Yes,Social Sciences,2,3,7,2,In Progress,Rejected
10919,3.25,287,No,Engineering,0,1,5,1,In Progress,Accepted
10920,3.86,318,Yes,Information Systems,1,8,8,1,Completed,Accepted
10921,2.8,323,Yes,Social Sciences,4,0,8,1,In Progress,Accepted
10922,3.19,303,Yes,Social Sciences,5,2,8,2,Completed,Accepted
10923,2.67,300,Yes,Language,3,3,5,3,In Progress,Accepted
10924,3.96,331,Yes,Social Sciences,1,4,4,1,Completed,Accepted
10925,3.9,284,Yes,Communications,0,3,9,3,Completed,Accepted
10926,2.61,280,No,Social Sciences,4,2,3,1,Not Started,Rejected
10927,3.07,294,Yes,Business,0,8,6,2,In Progress,Accepted
10928,2.86,308,Yes,Communications,4,2,5,1,Completed,Accepted
10929,3.91,298,Yes,Business,1,0,8,1,Not Started,Accepted
10930,2.78,298,Yes,Information Systems,5,6,6,3,Completed,Accepted
10931,2.51,275,Yes,History,5,2,7,3,In Progress,Accepted
10932,3.8,305,Yes,Arts,4,7,9,2,In Progress,Accepted
10933,3.51,285,Yes,Business,2,1,10,3,In Progress,Accepted
10934,3.41,285,Yes,Social Sciences,1,2,7,2,In Progress,Accepted
10935,2.86,314,No,Language,5,2,4,3,Completed,Accepted
10936,3.41,319,No,Engineering,1,0,6,1,Completed,Rejected
10937,3.26,289,Yes,Business,0,7,6,3,In Progress,Rejected
10938,2.52,300,Yes,Social Sciences,2,4,8,3,Not Started,Accepted
10939,2.84,280,Yes,Social Sciences,5,8,5,2,Completed,Rejected
10940,3.7,326,No,Information Systems,4,0,9,2,Not Started,Accepted
10941,2.53,309,Yes,Life Sciences,2,8,10,3,Completed,Accepted
10942,2.51,276,No,Business,3,5,7,1,In Progress,Rejected
10943,3.57,300,No,Business,2,4,10,3,Not Started,Accepted
10944,3.57,322,Yes,Social Sciences,1,8,6,3,In Progress,Rejected
10945,2.96,304,Yes,Social Sciences,1,6,6,1,In Progress,Accepted
10946,3.99,291,Yes,Information Systems,5,1,6,2,Completed,Accepted
10947,2.65,287,Yes,Social Sciences,2,7,10,2,Completed,Rejected
10948,3.51,300,Yes,Life Sciences,3,0,9,2,Completed,Rejected
10949,2.66,299,Yes,Business,1,2,4,3,Completed,Accepted
10950,3.83,314,Yes,Social Sciences,0,0,5,1,In Progress,Accepted
10951,2.78,311,Yes,Life Sciences,1,4,8,1,In Progress,Rejected
10952,2.96,281,No,Social Sciences,0,6,5,3,In Progress,Accepted
10953,2.93,280,Yes,Social Sciences,0,0,4,3,In Progress,Accepted
10954,3.73,282,Yes,Language,2,1,6,2,Completed,Accepted
10955,2.95,291,Yes,Information Systems,2,7,9,1,Completed,Rejected
10956,2.52,308,No,Information Systems,2,8,3,2,Not Started,Accepted
10957,3.7,295,Yes,Social Sciences,2,4,6,3,Completed,Accepted
10958,3.7,295,Yes,Life Sciences,5,8,4,1,Completed,Rejected
10959,3.44,276,No,Information Systems,0,2,9,3,Completed,Accepted
10960,2.52,291,Yes,Communications,2,4,4,2,In Progress,Accepted
10961,3.09,298,Yes,Life Sciences,1,5,8,3,Completed,Accepted
10962,3.84,292,Yes,Social Sciences,1,2,4,2,Completed,Rejected
10963,3.82,323,Yes,History,0,4,4,2,Not Started,Accepted
10964,4.0,306,Yes,Life Sciences,0,1,6,1,In Progress,Rejected
10965,3.49,287,Yes,History,0,1,3,3,Completed,Accepted
10966,3.94,293,Yes,Business,0,3,5,3,Completed,Rejected
10967,3.67,309,Yes,Arts,0,5,8,3,Completed,Accepted
10968,3.48,305,Yes,Social Sciences,0,5,6,3,Completed,Accepted
10969,3.33,289,Yes,Social Sciences,2,7,3,2,Completed,Accepted
10970,2.52,286,Yes,History,2,3,4,3,In Progress,Accepted
10971,3.37,309,Yes,Social Sciences,4,8,3,3,Completed,Accepted
10972,3.82,313,Yes,Information Systems,2,3,5,1,In Progress,Rejected
10973,3.91,301,Yes,History,0,6,3,3,In Progress,Accepted
10974,3.29,297,Yes,Arts,3,0,5,1,Completed,Accepted
