id,gender,age,annual_income,spending_score,perf_shop_meth,member_level
16025,Female,67,49218.91,68,InStore,none
16026,Agender,79,39582.77,92,InStore,gold
16027,Female,49,64133.42,69,InStore,none
16028,Genderfluid,67,18773.1,71,InStore,none
16029,Bigender,34,40808.03,52,Online,none
16030,Male,69,79892.53,36,InStore,silver
16031,Male,50,61281.86,82,InStore,none
16032,Male,67,52241.69,72,InStore,none
16033,Male,53,43895.63,50,InStore,silver
16034,Female,79,62506,59,InStore,none
16035,Female,59,51268.79,44,Online,platinum
16036,Female,27,98257.87,71,Online,none
16037,Female,72,35118.95,82,InStore,gold
16038,Agender,42,43126.19,51,InStore,none
16039,Female,74,24050.83,67,InStore,platinum
16040,Male,30,-12741.08,66,InStore,silver
16041,Male,49,79198.73,66,InStore,none
16042,Male,81,50104.25,35,Online,none
16043,Female,27,34204.35,38,Online,none
16044,Male,21,63561.07,42,InStore,silver
16045,Female,21,68329.04,56,Online,none
16046,Female,78,34090.62,69,InStore,none
16047,Male,47,66920.89,56,InStore,silver
16048,Female,34,75201.57,93,Online,none
16049,Male,67,79344.9,88,InStore,silver
16050,Male,34,119921.74,71,Online,none
16051,Male,41,34576.32,42,InStore,platinum
16052,Male,25,28824.42,92,InStore,none
16053,Bigender,34,71911.5,83,Online,none
16054,Male,18,75893.31,85,InStore,none
16055,Female,74,98558.45,93,Online,none
16056,Male,20,87957.98,55,Online,none
16057,Female,45,93454.68,51,Online,none
16058,Female,43,-8230.15,57,Online,gold
16059,Male,38,51300.86,60,InStore,silver
16060,Male,78,30906.99,50,InStore,none
16061,Female,36,45450.17,65,InStore,none
16062,Genderfluid,57,39653.72,45,Online,none
16063,Female,71,47750.47,90,BOPS,none
16064,Female,51,90106.1,57,InStore,silver
16065,Female,24,112580.49,61,Online,silver
16066,Female,82,31748.12,70,InStore,silver
16067,Male,57,32287.71,36,InStore,none
16068,Male,44,42686.61,84,Online,none
16069,Genderqueer,55,57845.77,38,InStore,none
16070,Female,33,79918.16,93,InStore,silver
16071,Female,52,62181.08,71,Online,none
16072,Female,68,59847.35,87,InStore,none
16073,Male,24,36113.23,62,InStore,none
16074,Female,42,45072.77,78,InStore,none
16075,Male,21,53974.04,94,InStore,silver
16076,Female,77,56295.5,71,Online,none
16077,Male,70,28053.28,71,InStore,platinum
16078,Female,64,46546.94,75,Online,none
16079,Male,23,34539.39,41,Online,none
16080,Male,26,93527.01,56,Online,gold
16081,Female,67,68135.85,84,InStore,silver
16082,Male,39,13975.8,75,InStore,none
16083,Male,46,65364.3,54,Online,none
16084,Male,82,67198.96,35,Online,silver
16085,Female,57,-10177.84,93,BOPS,none
16086,Male,81,24110.98,61,InStore,none
16087,Male,40,41772.5,46,InStore,silver
16088,Female,64,8358.93,78,InStore,silver
16089,Male,58,107240.58,88,InStore,none
16090,Female,51,79804.35,68,InStore,none
16091,Female,24,51590.64,92,Online,none
16092,Male,32,55627.77,83,InStore,silver
16093,Male,57,41161.64,59,BOPS,silver
16094,Male,21,40642.97,39,Online,none
16095,Genderqueer,58,15558.8,46,InStore,silver
16096,Female,42,82304.62,84,InStore,silver
16097,Female,55,34064.19,71,Online,gold
16098,Polygender,73,40464.31,94,Online,silver
16099,Male,35,57987.6,37,InStore,none
16100,Female,65,18048.08,70,Online,gold
16101,Female,36,57188.13,47,Online,gold
16102,Female,56,36402.86,38,InStore,silver
16103,Male,82,68961.17,45,InStore,silver
16104,Female,65,9382.14,85,InStore,none
16105,Genderqueer,20,90732.37,52,Online,none
16106,Female,69,76925.24,87,InStore,gold
16107,Male,43,37178.09,75,InStore,none
16108,Female,31,75703.37,85,Online,none
16109,Female,80,104114.59,54,InStore,none
16110,Female,65,103876.02,40,InStore,none
16111,Female,30,64092.41,92,Online,silver
16112,Female,82,71492.1,91,Online,platinum
16113,Male,79,39179.28,89,Online,silver
16114,Male,29,13783.69,64,Online,platinum
16115,Male,23,71450.01,55,InStore,none
16116,Female,60,57730.07,80,InStore,platinum
16117,Male,60,60065.86,47,Online,silver
16118,Female,52,18246.64,41,InStore,none
16119,Male,38,51999.24,57,InStore,silver
16120,Male,74,1607.04,84,Online,silver
16121,Polygender,65,68565.65,43,BOPS,silver
16122,Male,69,43982.11,71,Online,none
16123,Female,81,80597.44,48,Online,gold
16124,Male,55,53166.76,55,InStore,none
16125,Genderqueer,79,72129.93,42,InStore,platinum
16126,Female,58,57224.21,62,InStore,silver
16127,Male,26,59128.87,87,Online,silver
16128,Female,63,25276.21,84,InStore,none
16129,Female,62,56325.06,83,Online,none
16130,Female,56,85568.03,35,InStore,none
16131,Male,69,78192.3,94,Online,none
16132,Male,74,47864.37,46,Online,none
16133,Polygender,75,40415.56,51,InStore,none
16134,Male,70,44202.59,73,Online,none
16135,Non-binary,57,69384.55,77,InStore,none
16136,Female,81,79837.53,75,InStore,none
16137,Male,26,55682.85,58,InStore,none
16138,Male,78,58046.92,91,InStore,gold
16139,Female,61,59142.45,88,Online,none
16140,Male,77,13631.33,72,InStore,none
16141,Genderfluid,35,87479.73,67,InStore,none
16142,Female,25,57182.53,69,Online,gold
16143,Female,52,65970.09,79,InStore,none
16144,Female,20,104680.91,85,Online,none
16145,Female,38,22858.24,60,Online,none
16146,Genderfluid,39,93106.92,81,InStore,gold
16147,Male,56,48664.59,79,InStore,none
16148,Non-binary,56,47728.57,92,InStore,none
16149,Male,22,81596.96,81,BOPS,gold
16150,Female,56,66620.51,47,BOPS,none
16151,Female,49,50228.92,81,InStore,silver
16152,Female,75,91633.62,61,InStore,silver
16153,Male,79,47959.22,76,Online,gold
16154,Male,51,22067.37,46,InStore,none
16155,Female,55,33949.45,80,Online,gold
16156,Female,68,14802.01,66,Online,silver
16157,Female,69,12786.7,69,InStore,none
16158,Female,27,30450.78,50,Online,none
16159,Female,48,28602.57,67,InStore,none
16160,Agender,57,85284.31,53,Online,silver
16161,Male,73,68717.82,55,Online,none
16162,Male,22,36314.65,36,InStore,none
16163,Female,35,68992.35,39,Online,none
16164,Female,82,38601.09,43,InStore,none
16165,Male,70,78871.15,67,InStore,silver
16166,Male,64,62833.98,55,InStore,none
16167,Bigender,66,82979.62,74,Online,none
16168,Male,37,20991.06,42,InStore,platinum
16169,Female,63,84086.54,86,Online,none
16170,Genderqueer,27,71514.52,76,InStore,none
16171,Male,24,27154.71,50,Online,none
16172,Male,71,50904.94,76,InStore,none
16173,Male,37,17410.08,48,Online,platinum
16174,Female,47,67233.32,73,InStore,silver
16175,Female,39,18865.94,84,Online,none
16176,Male,64,36554.49,46,InStore,none
16177,Male,32,59641.69,55,InStore,none
16178,Female,28,75906.49,35,InStore,none
16179,Female,47,61501.74,42,Online,gold
16180,Male,72,4985.33,42,InStore,none
16181,Female,21,36787.55,43,InStore,none
16182,Male,79,59189.09,84,InStore,none
16183,Male,30,24132.05,52,InStore,silver
16184,Female,62,25819.55,94,BOPS,gold
16185,Male,35,56625.63,38,Online,none
16186,Female,77,73986.61,75,InStore,silver
16187,Female,26,70657.01,49,BOPS,none
16188,Male,64,71956.69,69,InStore,none
16189,Female,68,72040.18,85,Online,none
16190,Non-binary,65,37043.48,48,InStore,gold
16191,Male,41,54333.96,77,InStore,none
16192,Female,73,54356.63,51,Online,none
16193,Female,41,40054.39,76,Online,none
16194,Agender,18,60668.27,45,InStore,none
16195,Male,23,9863.19,53,Online,gold
16196,Female,25,24309.99,84,InStore,gold
16197,Female,52,58982.15,63,Online,none
16198,Male,44,90086.91,55,InStore,none
16199,Female,44,71798.71,70,InStore,none
16200,Female,78,15572.5,68,InStore,none
16201,Female,60,65045.96,65,InStore,none
16202,Female,39,63090.47,59,BOPS,none
16203,Non-binary,19,42276.75,39,InStore,none
16204,Female,25,53016.45,80,Online,none
16205,Male,19,59152.05,57,InStore,none
16206,Male,27,48745.14,42,InStore,silver
16207,Male,34,45226.2,65,InStore,none
16208,Male,83,27851.58,79,InStore,none
16209,Female,53,18115.94,85,Online,gold
16210,Male,49,78621.34,60,InStore,none
16211,Female,58,63217.82,44,BOPS,gold
16212,Female,20,37907.52,45,Online,gold
16213,Non-binary,42,33352.59,68,InStore,none
16214,Male,63,37720.73,70,Online,gold
16215,Male,73,64367.19,85,Online,none
16216,Female,34,71550.66,86,InStore,none
16217,Female,83,47922.01,37,Online,none
16218,Female,75,93298.9,84,InStore,gold
16219,Male,78,88857.48,80,Online,none
16220,Female,82,36864.28,81,InStore,none
16221,Male,71,83623.36,53,InStore,none
16222,Female,48,34047.05,79,Online,silver
16223,Male,51,23968.73,94,InStore,silver
16224,Male,35,28608.41,61,InStore,none
16225,Male,20,55110.33,76,InStore,silver
16226,Male,22,44339.32,94,InStore,silver
16227,Male,78,49854.8,87,InStore,gold
16228,Male,77,61166.12,53,Online,silver
16229,Female,67,48947.85,55,Online,none
16230,Male,82,64280.56,86,Online,none
16231,Female,27,64801.51,49,InStore,silver
16232,Female,37,37078.91,79,InStore,none
16233,Female,20,38239.35,59,InStore,none
16234,Female,52,49458.96,80,Online,none
16235,Male,79,86779.79,85,InStore,silver
16236,Male,69,-12068.07,73,InStore,silver
16237,Male,21,42627.23,46,Online,none
16238,Female,63,70110.56,63,InStore,silver
16239,Female,27,35518.35,61,InStore,gold
16240,Female,68,74705.44,71,InStore,none
16241,Genderqueer,32,33144.91,57,InStore,none
16242,Agender,26,48095.39,42,InStore,none
16243,Non-binary,51,56284.35,46,Online,silver
16244,Female,26,68097.1,78,InStore,none
16245,Male,42,68171,68,InStore,none
16246,Male,50,88900.78,42,InStore,silver
16247,Male,39,27214.54,74,InStore,none
16248,Male,20,91007.12,93,Online,silver
16249,Female,58,46757.09,49,InStore,none
16250,Male,73,67762.7,65,Online,none
16251,Male,70,31261.43,94,InStore,none
16252,Male,67,54425.56,85,InStore,none
16253,Female,26,90054.16,75,InStore,silver
16254,Male,62,81707.2,89,Online,none
16255,Female,76,63192.36,41,InStore,silver
16256,Male,59,34440.7,59,Online,none
16257,Female,80,56485.59,68,Online,platinum
16258,Female,67,57924.85,42,BOPS,gold
16259,Female,76,68996.34,85,Online,none
16260,Female,52,28434.17,85,Online,silver
16261,Bigender,46,29026.33,59,Online,none
16262,Male,62,78751.64,85,Online,none
16263,Polygender,77,83735.9,60,BOPS,silver
16264,Female,21,60789.35,53,Online,gold
16265,Male,72,28071.09,77,InStore,silver
16266,Male,35,86881.93,68,BOPS,silver
16267,Male,40,27096.87,52,Online,silver
16268,Male,41,41726.3,89,Online,none
16269,Male,43,90580.78,84,InStore,none
16270,Female,37,43962.71,65,Online,none
16271,Male,44,53311.67,73,Online,none
16272,Male,82,116431.04,82,InStore,none
16273,Female,55,81940.4,47,BOPS,silver
16274,Male,45,32058.37,40,InStore,silver
16275,Female,69,114708.23,80,InStore,none
16276,Female,62,68133.57,60,Online,none
16277,Female,40,64540.45,55,InStore,none
16278,Female,25,27129.83,46,InStore,none
16279,Female,35,69077.86,81,InStore,silver
16280,Male,30,35204.08,39,InStore,gold
16281,Female,78,29423.43,50,InStore,none
16282,Female,28,43853.84,65,InStore,silver
16283,Genderfluid,37,75002.88,41,InStore,none
16284,Male,24,68074.98,84,InStore,silver
16285,Female,44,39248.37,44,Online,silver
16286,Female,67,30450.99,70,Online,none
16287,Female,18,49845.46,47,BOPS,none
16288,Agender,80,79190.05,53,Online,none
16289,Female,78,82147.09,69,Online,none
16290,Female,48,44884.94,46,Online,none
16291,Female,19,60796.34,86,InStore,silver
16292,Male,70,64868.92,37,Online,silver
16293,Female,54,65044.5,41,InStore,none
16294,Female,37,16443.08,74,InStore,gold
16295,Male,69,9265.35,66,InStore,silver
16296,Male,60,13295.47,74,InStore,silver
16297,Male,61,36698.71,80,Online,silver
16298,Non-binary,67,67273.31,70,InStore,silver
16299,Female,41,100717.95,70,InStore,gold
16300,Female,44,8106.21,81,InStore,none
16301,Male,46,48726.86,73,InStore,platinum
16302,Male,58,37219.9,84,InStore,none
16303,Male,46,40052.46,56,InStore,none
16304,Female,40,85567.71,60,InStore,silver
16305,Female,65,40038.28,39,InStore,gold
16306,Male,31,44359.74,43,InStore,gold
16307,Non-binary,76,49427.74,43,BOPS,none
16308,Female,63,77454.19,51,Online,none
16309,Female,23,45448.65,69,Online,gold
16310,Female,46,89604.03,39,Online,gold
16311,Polygender,33,40303.86,74,Online,silver
16312,Female,64,47195.02,42,Online,gold
16313,Female,57,87080.9,42,InStore,none
16314,Polygender,24,87225.63,55,Online,none
16315,Female,67,51807.53,93,InStore,silver
16316,Male,28,98916.4,47,Online,none
16317,Male,68,37963.68,72,InStore,gold
16318,Female,37,64041.91,74,InStore,silver
16319,Male,79,86260.26,49,InStore,none
16320,Male,37,50228.36,82,InStore,none
16321,Male,26,56433.85,87,InStore,none
16322,Female,55,9881.18,43,Online,none
16323,Male,51,37900.79,58,InStore,silver
16324,Female,63,58544.06,64,Online,none
16325,Female,48,37215.37,94,InStore,silver
16326,Male,60,93071.28,57,Online,silver
16327,Male,74,60505.96,90,BOPS,none
16328,Female,35,68709.85,35,InStore,none
16329,Male,24,65970.51,55,Online,none
16330,Bigender,31,63000.44,69,InStore,none
16331,Male,25,60060.87,65,InStore,gold
16332,Female,65,40458.65,72,Online,none
16333,Female,48,44084.26,48,InStore,none
16334,Male,75,110811.89,77,InStore,gold
16335,Male,20,66188.04,87,InStore,none
16336,Bigender,59,21188.22,43,InStore,none
16337,Male,73,16662.73,42,BOPS,none
16338,Female,75,80254.92,35,Online,gold
16339,Male,74,82626,48,InStore,none
16340,Male,60,61217.41,37,Online,none
16341,Female,60,41393.58,39,Online,silver
16342,Male,18,44786.64,36,Online,none
16343,Female,70,50150.04,79,InStore,none
16344,Female,72,43783.77,89,InStore,none
16345,Agender,32,64833.15,74,InStore,gold
16346,Female,39,101175.67,54,InStore,gold
16347,Female,73,70685.51,85,InStore,none
16348,Female,46,39831.85,47,InStore,silver
16349,Male,53,16832.71,86,Online,none
16350,Male,72,70344.24,44,InStore,silver
16351,Male,71,36587.67,47,InStore,none
16352,Female,68,54659.22,66,InStore,silver
16353,Genderfluid,66,83316.16,41,InStore,none
16354,Male,54,38017.62,70,BOPS,gold
16355,Non-binary,46,58675.4,57,Online,silver
16356,Female,67,60681.51,43,BOPS,none
16357,Male,24,103905.72,39,InStore,silver
16358,Male,19,39742.56,84,InStore,none
16359,Female,43,50525.56,69,InStore,none
16360,Genderfluid,48,34056.82,35,Online,none
16361,Agender,55,2730.35,84,InStore,none
16362,Male,24,56984.65,50,InStore,none
16363,Non-binary,77,24935.79,73,Online,silver
16364,Female,27,112054.35,70,Online,none
16365,Male,45,49066.63,85,InStore,none
16366,Male,48,54611.89,82,InStore,platinum
16367,Male,55,72714,73,Online,none
16368,Male,59,87489.61,48,InStore,silver
16369,Female,59,69794.47,65,InStore,none
16370,Male,80,37285.55,87,InStore,silver
16371,Female,71,48487.33,39,InStore,none
16372,Male,49,19805.62,65,Online,none
16373,Female,59,28619.7,62,InStore,platinum
16374,Male,68,55132.48,53,Online,none
16375,Female,83,86550.78,91,InStore,none
16376,Male,63,55641.84,43,InStore,none
16377,Female,22,52983.75,85,BOPS,none
16378,Male,56,62816.62,74,Online,none
16379,Male,68,-6148.01,63,InStore,silver
16380,Male,79,57467.17,85,InStore,silver
16381,Female,80,67486.14,37,InStore,none
16382,Male,75,90518.42,79,InStore,silver
16383,Male,70,58026.36,50,Online,silver
16384,Genderfluid,22,38423.45,36,InStore,none
16385,Male,45,77211.34,65,Online,silver
16386,Male,74,37791.15,48,InStore,gold
16387,Female,37,33039.68,91,InStore,silver
16388,Female,51,23697.27,66,InStore,none
16389,Female,52,69040.1,74,InStore,none
16390,Male,21,56005.97,74,Online,none
16391,Male,39,80095.08,86,Online,none
16392,Male,51,6307.02,67,InStore,silver
16393,Female,74,38913.52,42,Online,platinum
16394,Male,69,116372.4,37,InStore,silver
16395,Male,24,49655,72,Online,none
16396,Male,19,52791.41,62,Online,none
16397,Female,33,32502.3,81,Online,gold
16398,Male,82,79778.58,79,Online,none
16399,Bigender,29,79390.62,72,Online,gold
16400,Female,60,76038.08,63,Online,silver
16401,Agender,49,22941.02,35,InStore,silver
16402,Male,28,108651.08,66,Online,silver
16403,Male,47,60468.05,90,InStore,silver
16404,Female,39,60426.63,43,Online,none
16405,Female,74,41390.02,70,InStore,none
16406,Female,26,91322.91,71,InStore,none
16407,Male,78,41911.51,36,Online,none
16408,Male,76,41413.03,42,InStore,none
16409,Male,58,77844.17,53,InStore,none
16410,Male,39,42543.87,45,InStore,none
16411,Male,40,29954.31,56,InStore,none
16412,Male,76,47319.79,48,Online,silver
16413,Male,41,101981.85,68,Online,none
16414,Male,50,103660.98,90,InStore,silver
16415,Female,72,100180.55,42,InStore,gold
16416,Male,28,7257.83,80,InStore,none
16417,Bigender,54,60807.3,63,Online,none
16418,Female,41,54433.8,91,Online,silver
16419,Female,32,70634.07,62,InStore,none
16420,Female,37,38438.71,88,InStore,gold
16421,Male,56,17504.28,39,Online,none
16422,Female,66,5528.53,76,InStore,silver
16423,Female,20,80876.8,37,Online,none
16424,Male,53,72221,72,Online,none
16425,Female,51,76263.63,46,BOPS,silver
16426,Male,49,17869.41,91,InStore,silver
16427,Male,71,8538.13,68,BOPS,silver
16428,Male,77,43357.41,63,BOPS,platinum
16429,Female,23,55336.75,66,Online,none
16430,Male,54,49602.82,55,InStore,silver
16431,Female,37,77468.86,94,InStore,platinum
16432,Female,72,79844.86,82,InStore,gold
16433,Female,24,52346.78,69,Online,none
16434,Female,63,66568.17,47,InStore,none
16435,Male,30,115151.06,75,InStore,none
16436,Male,46,74160.72,49,InStore,none
16437,Male,83,81442.89,86,InStore,none
16438,Male,29,45838.86,40,Online,none
16439,Female,21,41441.55,79,InStore,gold
16440,Female,76,45665.18,73,BOPS,none
16441,Male,63,90799,90,Online,none
16442,Female,40,45350.04,55,InStore,none
16443,Female,42,66270.63,63,InStore,silver
16444,Female,79,23996.66,80,InStore,gold
16445,Male,48,48451.68,80,Online,none
16446,Male,33,67698.01,72,InStore,none
16447,Female,28,62912.04,51,Online,none
16448,Male,30,47067.97,65,InStore,silver
16449,Male,48,50493.69,39,InStore,silver
16450,Female,56,68120.37,69,InStore,none
16451,Male,65,84456.44,92,BOPS,silver
16452,Female,72,73693.93,70,InStore,none
16453,Female,52,74743.89,76,Online,gold
16454,Female,81,40978.26,54,InStore,gold
16455,Female,53,43710.11,51,BOPS,gold
16456,Male,83,68854.17,77,InStore,silver
16457,Female,46,131327.74,71,InStore,none
16458,Female,19,16533.05,79,Online,silver
16459,Genderqueer,48,89124.04,80,InStore,gold
16460,Male,25,52343.28,64,InStore,silver
16461,Female,30,23723.65,83,InStore,none
16462,Male,60,62204.51,56,Online,gold
16463,Male,39,32948.67,36,InStore,silver
16464,Non-binary,40,30475.27,70,Online,silver
16465,Male,56,23504.4,42,BOPS,platinum
16466,Non-binary,20,35188.14,55,InStore,silver
16467,Male,68,90066.03,64,BOPS,none
16468,Genderqueer,19,26890.97,92,InStore,gold
16469,Female,68,58762.12,75,Online,none
16470,Female,57,52374.53,57,InStore,gold
16471,Polygender,54,35751.17,80,InStore,silver
16472,Female,18,32870.39,63,Online,none
16473,Male,38,36813.56,61,Online,none
16474,Female,77,48421.6,47,InStore,gold
16475,Male,48,59932,54,Online,none
16476,Female,46,45217.72,42,InStore,none
16477,Male,54,61424.73,81,InStore,none
16478,Male,33,71807.05,35,InStore,silver
16479,Female,31,89386.88,44,InStore,none
16480,Male,43,93150.94,63,BOPS,silver
16481,Agender,20,56220.48,40,Online,gold
16482,Male,52,66996.62,50,Online,none
16483,Male,76,-8386,46,InStore,gold
16484,Male,47,48138.92,46,BOPS,gold
16485,Male,58,57609.83,72,InStore,none
16486,Female,59,61988.89,58,Online,silver
16487,Male,20,92197.35,61,InStore,none
16488,Female,79,32261.09,85,Online,silver
16489,Non-binary,66,40317.51,58,Online,silver
16490,Male,69,72134.99,66,Online,gold
16491,Male,48,35799.75,35,InStore,silver
16492,Female,63,65954.83,37,Online,none
16493,Male,62,67511.93,85,Online,silver
16494,Male,71,60697.15,57,InStore,none
16495,Male,33,68146.51,48,InStore,silver
16496,Female,48,74451.4,37,InStore,silver
16497,Genderfluid,40,34039,58,Online,platinum
16498,Female,75,63182.77,66,InStore,silver
16499,Female,82,30158.21,35,InStore,gold
16500,Female,65,4598.96,57,InStore,silver
16501,Female,36,36721.85,93,Online,none
16502,Female,75,60068.18,92,Online,none
16503,Female,35,45181.14,85,Online,silver
16504,Genderqueer,81,42922.3,40,Online,none
16505,Female,64,65633.4,40,BOPS,none
16506,Male,76,13128.4,46,InStore,silver
16507,Female,49,29459.93,66,Online,silver
16508,Male,59,90754.01,92,InStore,none
16509,Genderfluid,33,75625.6,94,Online,silver
16510,Female,75,52976.58,60,BOPS,silver
16511,Male,77,48689.29,51,Online,none
16512,Male,76,85450.12,48,InStore,none
16513,Female,56,27551.66,89,InStore,none
16514,Male,49,71553.64,42,InStore,silver
16515,Male,34,50265.35,65,Online,none
16516,Female,82,59364.64,60,InStore,gold
16517,Female,57,56849.03,88,Online,none
16518,Female,75,44438.01,35,InStore,none
16519,Female,73,60267.21,35,InStore,gold
16520,Genderqueer,42,58339.56,60,InStore,none
16521,Female,48,32486.42,75,BOPS,silver
16522,Female,28,58574.85,63,InStore,silver
16523,Female,66,70881.67,72,InStore,silver
16524,Female,29,68976.36,38,InStore,silver
16525,Male,37,18024.34,43,InStore,none
16526,Male,83,-9918.84,39,BOPS,none
16527,Male,51,73919.38,85,Online,gold
16528,Genderqueer,25,60992.57,36,InStore,gold
16529,Bigender,43,55438.12,42,InStore,gold
16530,Female,75,92575.87,83,InStore,platinum
16531,Male,70,28703.61,73,InStore,platinum
16532,Female,52,21558.57,40,Online,silver
16533,Female,57,40186.88,62,InStore,silver
16534,Female,70,39258.63,38,Online,silver
16535,Female,36,38109,66,InStore,none
16536,Female,21,47125.06,66,InStore,silver
16537,Agender,28,38414.07,37,InStore,none
16538,Agender,77,34930.85,72,InStore,silver
16539,Female,69,48315.98,85,InStore,silver
16540,Male,39,73577.12,60,InStore,silver
16541,Male,26,81549.8,46,InStore,gold
16542,Female,29,35790.03,91,InStore,none
16543,Female,81,56113.95,63,Online,none
16544,Male,66,1954.86,66,Online,none
16545,Female,72,83870.79,49,InStore,silver
16546,Male,77,69.34,78,InStore,silver
16547,Male,23,41893.29,50,InStore,none
16548,Female,79,39945.86,40,InStore,silver
16549,Female,52,48940.08,45,InStore,silver
16550,Male,63,62060.87,52,InStore,none
16551,Female,19,44849.59,76,InStore,gold
16552,Male,49,59360.92,64,InStore,none
16553,Male,62,39841.81,56,Online,none
16554,Male,29,42932.34,51,Online,none
16555,Male,39,37386.97,43,BOPS,none
16556,Male,48,27944.24,63,InStore,silver
16557,Female,31,66318.13,41,InStore,none
16558,Female,77,74385.17,89,BOPS,platinum
16559,Female,53,62025.59,50,InStore,silver
16560,Female,69,99158.51,87,InStore,none
16561,Female,41,107406.88,61,Online,none
16562,Male,63,57373.35,78,InStore,none
16563,Male,79,84600.8,54,Online,none
16564,Male,68,26123.49,41,Online,gold
16565,Male,81,36112.3,53,InStore,silver
16566,Male,55,33598.26,54,Online,silver
16567,Female,33,63857.31,61,InStore,none
16568,Male,40,61840.27,94,Online,silver
16569,Male,52,50277.8,87,Online,none
16570,Female,77,48456.59,53,InStore,silver
16571,Female,65,11997.95,92,Online,none
16572,Male,83,62314.75,78,Online,platinum
16573,Female,72,97320.5,36,InStore,silver
16574,Female,51,27866.11,72,Online,silver
16575,Female,22,79378.43,43,InStore,silver
16576,Male,66,67508.69,72,Online,none
16577,Female,21,36327.83,60,InStore,none
16578,Female,56,49901.02,50,InStore,none
16579,Female,54,48528.61,50,Online,none
16580,Male,80,98090.06,37,Online,gold
16581,Male,70,53949.97,94,Online,none
16582,Female,75,70225.67,61,InStore,silver
16583,Bigender,75,37419.18,74,InStore,none
16584,Female,53,44279.42,85,InStore,gold
16585,Female,26,70937.73,68,Online,silver
16586,Non-binary,56,39465.37,39,InStore,silver
16587,Female,82,72214.02,68,InStore,none
16588,Female,29,108066.4,73,InStore,silver
16589,Female,31,43995.7,92,Online,none
16590,Female,51,60362.28,80,Online,gold
16591,Male,72,73542.75,80,InStore,none
16592,Female,31,45624.33,80,InStore,gold
16593,Male,20,18189.75,49,InStore,none
16594,Male,19,54867.12,66,InStore,none
16595,Male,21,95668.18,53,InStore,silver
16596,Male,75,2884.76,45,InStore,none
16597,Male,32,73055.86,45,BOPS,silver
16598,Genderfluid,81,76038.71,53,InStore,gold
16599,Male,81,48409.59,45,InStore,gold
16600,Female,80,9642.78,69,InStore,silver
16601,Male,80,66655.09,60,InStore,none
16602,Male,70,84268.85,77,InStore,none
16603,Female,83,105270.75,47,Online,none
16604,Female,57,56604.76,54,InStore,none
16605,Genderqueer,63,5497.34,71,BOPS,silver
16606,Male,78,70437.35,76,Online,none
16607,Female,70,39558.78,69,Online,none
16608,Male,53,52117.84,44,InStore,silver
16609,Male,62,31653.04,81,InStore,none
16610,Female,68,39683.66,65,Online,none
16611,Male,71,59898.65,87,InStore,silver
16612,Male,83,31073.23,50,Online,silver
16613,Male,54,102378.17,90,InStore,none
16614,Male,65,43328.95,56,Online,none
16615,Female,58,86015.02,78,Online,none
16616,Male,25,16925.79,52,InStore,gold
16617,Female,59,85690.72,54,Online,none
16618,Genderfluid,53,86679,60,InStore,silver
16619,Female,46,102611.03,59,Online,gold
16620,Male,37,19462.2,40,InStore,silver
16621,Male,39,32253.28,57,Online,none
16622,Male,66,77009.64,68,Online,none
16623,Male,47,44036.79,82,Online,silver
16624,Genderqueer,62,75362.26,70,InStore,platinum
16625,Female,82,95630.2,57,InStore,none
16626,Male,56,85227.89,82,InStore,silver
16627,Female,54,55308.18,36,Online,gold
16628,Bigender,53,55060.77,84,Online,none
16629,Male,60,67564.73,45,InStore,none
16630,Female,29,51049.11,93,InStore,none
16631,Male,71,74485.57,81,InStore,none
16632,Female,73,81671.52,47,Online,none
16633,Male,71,56779.99,85,BOPS,none
16634,Male,60,36384.83,62,Online,silver
16635,Male,36,55975.21,41,Online,none
16636,Male,61,69070.78,40,Online,silver
16637,Male,66,34438.75,69,Online,none
16638,Male,82,42060.25,73,Online,none
16639,Male,65,99426.88,60,Online,none
16640,Male,64,82195.21,74,InStore,none
16641,Agender,69,88129.27,77,InStore,none
16642,Female,68,71753.94,48,InStore,none
16643,Female,65,7819.41,57,InStore,none
16644,Male,46,33161.97,46,Online,none
16645,Male,63,134706.78,43,InStore,none
16646,Polygender,63,29906.29,52,InStore,none
16647,Male,32,49958.84,50,Online,none
16648,Male,76,43809.31,42,InStore,none
16649,Female,61,55135.55,69,InStore,platinum
16650,Female,74,12009.34,69,InStore,none
16651,Female,70,46557.34,46,InStore,gold
16652,Polygender,34,35356,88,Online,none
16653,Male,26,74488.41,49,Online,none
16654,Male,80,85712.68,69,InStore,none
16655,Male,47,95737.73,59,InStore,none
16656,Female,80,40912.69,74,InStore,gold
16657,Non-binary,56,63654.82,67,Online,none
16658,Bigender,70,56690.62,84,InStore,silver
16659,Female,27,79629.16,71,Online,none
16660,Female,56,21351.19,35,InStore,none
16661,Male,26,43921.6,41,InStore,none
16662,Female,66,60438.04,36,InStore,silver
16663,Female,19,9435.82,69,InStore,none
16664,Male,18,47127.96,84,Online,none
16665,Male,42,38360.22,73,InStore,none
16666,Male,44,55360.43,88,InStore,gold
16667,Female,22,75890.57,94,InStore,silver
16668,Female,40,31271.41,74,Online,none
16669,Male,64,106488.92,75,InStore,gold
16670,Male,51,22965.12,49,InStore,none
16671,Male,28,48902.19,42,InStore,none
16672,Female,48,70134.24,91,Online,none
16673,Female,23,41437.51,46,InStore,none
16674,Male,31,105867.59,82,InStore,none
